odtaz_timeslot,o2d_taz,timeslot,ODcount
"131-164,9-17",131-164,9-17,79
"131-165,17-19",131-165,17-19,53
"131-165,19-24",131-165,19-24,53
"131-金门路,0-7",131-金门路,0-7,6
"131-金门路,9-17",131-金门路,9-17,6
"131-172,7-9",131-172,7-9,26
"131-176,19-24",131-176,19-24,26
"131-177,19-24",131-177,19-24,26
"131-178,0-7",131-178,0-7,26
"131-179,9-17",131-179,9-17,26
"131-181,7-9",131-181,7-9,26
"131-葑门桥,17-19",131-葑门桥,17-19,26
"131-葑门桥,19-24",131-葑门桥,19-24,53
"131-葑门桥,9-17",131-葑门桥,9-17,53
"131-198,17-19",131-198,17-19,26
"131-198,19-24",131-198,19-24,26
"131-198,9-17",131-198,9-17,53
"131-2,9-17",131-2,9-17,6
"131-200,0-7",131-200,0-7,26
"131-200,9-17",131-200,9-17,26
"131-人民桥,0-7",131-人民桥,0-7,26
"131-人民桥,19-24",131-人民桥,19-24,79
"131-人民桥,9-17",131-人民桥,9-17,53
"131-206,17-19",131-206,17-19,26
"131-206,9-17",131-206,9-17,26
"131-3,9-17",131-3,9-17,6
"131-干将桥（干将西路）,9-17",131-干将桥（干将西路）,9-17,53
"131-47,19-24",131-47,19-24,6
"131-47,9-17",131-47,9-17,6
"131-54,19-24",131-54,19-24,6
"131-惠济桥,0-7",131-惠济桥,0-7,6
"131-齐门桥,17-19",131-齐门桥,17-19,6
"131-85,19-24",131-85,19-24,12
"131-85,9-17",131-85,9-17,6
"132-惠济桥,0-7",132-惠济桥,0-7,6
"132-阊门桥,9-17",132-阊门桥,9-17,6
"132-1003,17-19",132-1003,17-19,26
"132-1004,19-24",132-1004,19-24,26
"132-1005,9-17",132-1005,9-17,53
"132-1007,0-7",132-1007,0-7,26
"132-1007,19-24",132-1007,19-24,26
"132-1007,9-17",132-1007,9-17,26
"132-104,0-7",132-104,0-7,6
"132-104,19-24",132-104,19-24,6
"132-104,9-17",132-104,9-17,6
"132-姑胥桥,17-19",132-姑胥桥,17-19,26
"132-姑胥桥,9-17",132-姑胥桥,9-17,26
"132-123,9-17",132-123,9-17,26
"132-新市桥,17-19",132-新市桥,17-19,26
"132-新市桥,19-24",132-新市桥,19-24,26
"132-新市桥,9-17",132-新市桥,9-17,26
"132-相门桥,17-19",132-相门桥,17-19,26
"132-相门桥,7-9",132-相门桥,7-9,26
"132-136,19-24",132-136,19-24,26
"132-136,7-9",132-136,7-9,26
"132-139,19-24",132-139,19-24,26
"132-新市桥,19-24",132-新市桥,19-24,53
"132-新市桥,7-9",132-新市桥,7-9,79
"132-新市桥,9-17",132-新市桥,9-17,26
"132-144,0-7",132-144,0-7,53
"132-144,19-24",132-144,19-24,79
"132-144,9-17",132-144,9-17,26
"132-145,19-24",132-145,19-24,26
"132-164,17-19",132-164,17-19,53
"132-164,19-24",132-164,19-24,53
"132-164,9-17",132-164,9-17,53
"132-165,9-17",132-165,9-17,26
"132-179,7-9",132-179,7-9,79
"132-186,9-17",132-186,9-17,26
"132-南园桥,9-17",132-南园桥,9-17,26
"132-葑门桥,9-17",132-葑门桥,9-17,53
"132-葑门桥,9-17",132-葑门桥,9-17,53
"132-199,7-9",132-199,7-9,26
"132-200,17-19",132-200,17-19,26
"132-200,9-17",132-200,9-17,26
"132-人民桥,19-24",132-人民桥,19-24,26
"132-人民桥,0-7",132-人民桥,0-7,26
"132-204,17-19",132-204,17-19,26
"132-204,19-24",132-204,19-24,26
"132-206,9-17",132-206,9-17,26
"132-竹辉路,19-24",132-竹辉路,19-24,26
"132-25,0-7",132-25,0-7,6
"132-干将桥（干将西路）,7-9",132-干将桥（干将西路）,7-9,26
"132-33,0-7",132-33,0-7,26
"132-43,17-19",132-43,17-19,6
"132-齐门桥,9-17",132-齐门桥,9-17,6
"132-齐门桥,0-7",132-齐门桥,0-7,6
"132-47,9-17",132-47,9-17,18
"132-惠济桥,0-7",132-惠济桥,0-7,6
"132-惠济桥,17-19",132-惠济桥,17-19,6
"132-81,17-19",132-81,17-19,6
"132-娄门桥,19-24",132-娄门桥,19-24,6
"132-85,0-7",132-85,0-7,12
"132-85,17-19",132-85,17-19,6
"132-85,19-24",132-85,19-24,6
"132-85,7-9",132-85,7-9,6
"133-惠济桥,7-9",133-惠济桥,7-9,6
"133-1004,0-7",133-1004,0-7,26
"133-1005,9-17",133-1005,9-17,26
"133-景德桥,7-9",133-景德桥,7-9,6
"133-1013,0-7",133-1013,0-7,6
"133-104,17-19",133-104,17-19,6
"133-126,0-7",133-126,0-7,26
"133-新市桥,0-7",133-新市桥,0-7,26
"133-新市桥,7-9",133-新市桥,7-9,26
"133-新市桥,0-7",133-新市桥,0-7,26
"133-相门桥,0-7",133-相门桥,0-7,26
"133-相门桥,7-9",133-相门桥,7-9,26
"133-132,0-7",133-132,0-7,26
"133-133,9-17",133-133,9-17,26
"133-135,17-19",133-135,17-19,26
"133-139,0-7",133-139,0-7,26
"133-新市桥,19-24",133-新市桥,19-24,26
"133-新市桥,7-9",133-新市桥,7-9,26
"133-144,0-7",133-144,0-7,26
"133-144,17-19",133-144,17-19,26
"133-144,7-9",133-144,7-9,26
"133-147,9-17",133-147,9-17,26
"133-161,7-9",133-161,7-9,26
"133-163,17-19",133-163,17-19,26
"133-163,9-17",133-163,9-17,26
"133-165,17-19",133-165,17-19,26
"133-葑门桥,9-17",133-葑门桥,9-17,26
"133-葑门桥,0-7",133-葑门桥,0-7,26
"133-葑门桥,17-19",133-葑门桥,17-19,26
"133-人民桥,17-19",133-人民桥,17-19,26
"133-人民桥,7-9",133-人民桥,7-9,26
"133-人民桥,9-17",133-人民桥,9-17,53
"133-人民桥,9-17",133-人民桥,9-17,26
"133-3,19-24",133-3,19-24,6
"133-齐门桥,9-17",133-齐门桥,9-17,6
"133-47,19-24",133-47,19-24,6
"133-47,9-17",133-47,9-17,6
"134-138,9-17",134-138,9-17,26
"134-新市桥,9-17",134-新市桥,9-17,26
"134-161,9-17",134-161,9-17,26
"134-竹辉路,0-7",134-竹辉路,0-7,26
"135-姑胥桥,7-9",135-姑胥桥,7-9,26
"135-姑胥桥,9-17",135-姑胥桥,9-17,26
"135-119,7-9",135-119,7-9,26
"135-123,19-24",135-123,19-24,26
"135-125,9-17",135-125,9-17,26
"135-133,9-17",135-133,9-17,26
"135-144,7-9",135-144,7-9,26
"135-156,9-17",135-156,9-17,26
"135-163,0-7",135-163,0-7,26
"135-167,9-17",135-167,9-17,26
"135-葑门桥,0-7",135-葑门桥,0-7,26
"135-葑门桥,0-7",135-葑门桥,0-7,26
"135-人民桥,9-17",135-人民桥,9-17,26
"135-204,17-19",135-204,17-19,26
"135-43,0-7",135-43,0-7,6
"135-47,9-17",135-47,9-17,6
"136-惠济桥,19-24",136-惠济桥,19-24,6
"136-1005,9-17",136-1005,9-17,26
"136-1009,19-24",136-1009,19-24,26
"136-新市桥,19-24",136-新市桥,19-24,26
"136-相门桥,19-24",136-相门桥,19-24,26
"136-相门桥,9-17",136-相门桥,9-17,26
"136-133,0-7",136-133,0-7,26
"136-139,0-7",136-139,0-7,26
"136-139,9-17",136-139,9-17,26
"136-新市桥,9-17",136-新市桥,9-17,26
"136-147,7-9",136-147,7-9,26
"136-156,19-24",136-156,19-24,26
"136-157,9-17",136-157,9-17,26
"136-164,0-7",136-164,0-7,26
"136-164,19-24",136-164,19-24,132
"136-165,19-24",136-165,19-24,26
"136-176,7-9",136-176,7-9,26
"136-178,7-9",136-178,7-9,26
"136-182,9-17",136-182,9-17,26
"136-193,19-24",136-193,19-24,26
"136-葑门桥,0-7",136-葑门桥,0-7,79
"136-葑门桥,19-24",136-葑门桥,19-24,26
"136-南园桥,9-17",136-南园桥,9-17,26
"136-葑门桥,9-17",136-葑门桥,9-17,26
"136-199,9-17",136-199,9-17,26
"136-人民桥,17-19",136-人民桥,17-19,26
"136-人民桥,19-24",136-人民桥,19-24,26
"136-人民桥,7-9",136-人民桥,7-9,26
"136-202,9-17",136-202,9-17,26
"136-204,0-7",136-204,0-7,26
"136-竹辉路,9-17",136-竹辉路,9-17,26
"136-43,0-7",136-43,0-7,6
"136-47,0-7",136-47,0-7,6
"136-47,9-17",136-47,9-17,6
"136-68,19-24",136-68,19-24,6
"137-139,0-7",137-139,0-7,26
"137-人民桥,19-24",137-人民桥,19-24,26
"138-1004,19-24",138-1004,19-24,26
"138-1005,0-7",138-1005,0-7,26
"138-108,0-7",138-108,0-7,6
"138-相门桥,0-7",138-相门桥,0-7,26
"138-131,17-19",138-131,17-19,26
"138-138,19-24",138-138,19-24,26
"138-139,9-17",138-139,9-17,26
"138-新市桥,7-9",138-新市桥,7-9,26
"138-144,19-24",138-144,19-24,26
"138-144,7-9",138-144,7-9,26
"138-145,0-7",138-145,0-7,26
"138-159,9-17",138-159,9-17,26
"138-162,19-24",138-162,19-24,26
"138-182,19-24",138-182,19-24,26
"138-22,19-24",138-22,19-24,6
"138-干将桥（干将西路）,19-24",138-干将桥（干将西路）,19-24,53
"138-干将桥（干将西路）,9-17",138-干将桥（干将西路）,9-17,26
"138-惠济桥,0-7",138-惠济桥,0-7,6
"138-惠济桥,9-17",138-惠济桥,9-17,6
"138-齐门桥,9-17",138-齐门桥,9-17,6
"139-惠济桥,17-19",139-惠济桥,17-19,6
"139-惠济桥,9-17",139-惠济桥,9-17,6
"139-阊门桥,7-9",139-阊门桥,7-9,6
"139-1003,9-17",139-1003,9-17,26
"139-1007,19-24",139-1007,19-24,26
"139-1007,9-17",139-1007,9-17,26
"139-1009,19-24",139-1009,19-24,26
"139-1009,7-9",139-1009,7-9,26
"139-1009,9-17",139-1009,9-17,26
"139-104,17-19",139-104,17-19,6
"139-107,9-17",139-107,9-17,6
"139-姑胥桥,0-7",139-姑胥桥,0-7,26
"139-姑胥桥,7-9",139-姑胥桥,7-9,53
"139-姑胥桥,9-17",139-姑胥桥,9-17,26
"139-116,17-19",139-116,17-19,26
"139-118,19-24",139-118,19-24,26
"139-123,19-24",139-123,19-24,26
"139-新市桥,9-17",139-新市桥,9-17,26
"139-新市桥,17-19",139-新市桥,17-19,26
"139-新市桥,19-24",139-新市桥,19-24,26
"139-相门桥,0-7",139-相门桥,0-7,53
"139-相门桥,17-19",139-相门桥,17-19,26
"139-相门桥,7-9",139-相门桥,7-9,26
"139-相门桥,9-17",139-相门桥,9-17,26
"139-131,9-17",139-131,9-17,53
"139-137,19-24",139-137,19-24,26
"139-138,9-17",139-138,9-17,26
"139-新市桥,0-7",139-新市桥,0-7,26
"139-新市桥,19-24",139-新市桥,19-24,79
"139-新市桥,7-9",139-新市桥,7-9,53
"139-新市桥,9-17",139-新市桥,9-17,53
"139-144,0-7",139-144,0-7,26
"139-144,17-19",139-144,17-19,26
"139-144,9-17",139-144,9-17,106
"139-145,17-19",139-145,17-19,26
"139-147,9-17",139-147,9-17,26
"139-人民桥,7-9",139-人民桥,7-9,26
"139-151,0-7",139-151,0-7,26
"139-156,0-7",139-156,0-7,26
"139-156,19-24",139-156,19-24,26
"139-156,9-17",139-156,9-17,26
"139-161,17-19",139-161,17-19,26
"139-161,9-17",139-161,9-17,26
"139-163,19-24",139-163,19-24,26
"139-163,9-17",139-163,9-17,26
"139-164,17-19",139-164,17-19,26
"139-164,19-24",139-164,19-24,158
"139-164,7-9",139-164,7-9,26
"139-164,9-17",139-164,9-17,158
"139-165,0-7",139-165,0-7,53
"139-165,17-19",139-165,17-19,26
"139-165,19-24",139-165,19-24,26
"139-165,9-17",139-165,9-17,79
"139-168,9-17",139-168,9-17,26
"139-170,9-17",139-170,9-17,26
"139-178,7-9",139-178,7-9,53
"139-179,7-9",139-179,7-9,26
"139-182,9-17",139-182,9-17,26
"139-183,9-17",139-183,9-17,26
"139-葑门桥,7-9",139-葑门桥,7-9,26
"139-葑门桥,9-17",139-葑门桥,9-17,79
"139-葑门桥,7-9",139-葑门桥,7-9,53
"139-199,7-9",139-199,7-9,26
"139-199,9-17",139-199,9-17,26
"139-2,0-7",139-2,0-7,6
"139-人民桥,19-24",139-人民桥,19-24,26
"139-人民桥,7-9",139-人民桥,7-9,26
"139-人民桥,17-19",139-人民桥,17-19,26
"139-人民桥,7-9",139-人民桥,7-9,26
"139-竹辉路,9-17",139-竹辉路,9-17,26
"139-24,7-9",139-24,7-9,6
"139-3,0-7",139-3,0-7,6
"139-干将桥（干将西路）,7-9",139-干将桥（干将西路）,7-9,26
"139-干将桥（干将西路）,9-17",139-干将桥（干将西路）,9-17,26
"139-43,9-17",139-43,9-17,12
"139-齐门桥,9-17",139-齐门桥,9-17,6
"139-47,0-7",139-47,0-7,6
"139-47,7-9",139-47,7-9,6
"139-47,9-17",139-47,9-17,6
"139-惠济桥,0-7",139-惠济桥,0-7,6
"139-惠济桥,7-9",139-惠济桥,7-9,6
"14-相门桥,7-9",14-相门桥,7-9,6
"14-新市桥,7-9",14-新市桥,7-9,6
"14-惠济桥,7-9",14-惠济桥,7-9,6
"14-47,0-7",14-47,0-7,6
"140-惠济桥,7-9",140-惠济桥,7-9,6
"140-惠济桥,9-17",140-惠济桥,9-17,6
"140-阊门桥,9-17",140-阊门桥,9-17,6
"140-1004,0-7",140-1004,0-7,26
"140-1005,19-24",140-1005,19-24,26
"140-1005,7-9",140-1005,7-9,53
"140-1007,0-7",140-1007,0-7,26
"140-104,17-19",140-104,17-19,6
"140-姑胥桥,9-17",140-姑胥桥,9-17,26
"140-新市桥,0-7",140-新市桥,0-7,26
"140-相门桥,17-19",140-相门桥,17-19,26
"140-133,9-17",140-133,9-17,26
"140-138,19-24",140-138,19-24,26
"140-新市桥,0-7",140-新市桥,0-7,53
"140-新市桥,17-19",140-新市桥,17-19,26
"140-新市桥,7-9",140-新市桥,7-9,53
"140-新市桥,9-17",140-新市桥,9-17,132
"140-143,19-24",140-143,19-24,26
"140-144,0-7",140-144,0-7,79
"140-144,19-24",140-144,19-24,79
"140-144,7-9",140-144,7-9,53
"140-144,9-17",140-144,9-17,158
"140-145,0-7",140-145,0-7,26
"140-146,9-17",140-146,9-17,26
"140-人民桥,9-17",140-人民桥,9-17,53
"140-181,9-17",140-181,9-17,26
"140-葑门桥,7-9",140-葑门桥,7-9,26
"140-199,9-17",140-199,9-17,26
"140-200,9-17",140-200,9-17,26
"140-人民桥,0-7",140-人民桥,0-7,26
"140-204,7-9",140-204,7-9,26
"140-206,7-9",140-206,7-9,26
"140-206,9-17",140-206,9-17,26
"140-干将桥（干将西路）,17-19",140-干将桥（干将西路）,17-19,26
"140-33,0-7",140-33,0-7,26
"140-47,19-24",140-47,19-24,6
"140-5,9-17",140-5,9-17,6
"140-惠济桥,0-7",140-惠济桥,0-7,12
"140-77,17-19",140-77,17-19,6
"140-娄门桥,17-19",140-娄门桥,17-19,6
"新市桥-惠济桥,0-7",新市桥-惠济桥,0-7,6
"新市桥-惠济桥,17-19",新市桥-惠济桥,17-19,6
"新市桥-惠济桥,19-24",新市桥-惠济桥,19-24,6
"新市桥-惠济桥,7-9",新市桥-惠济桥,7-9,12
"新市桥-惠济桥,9-17",新市桥-惠济桥,9-17,24
"新市桥-阊门桥,0-7",新市桥-阊门桥,0-7,6
"新市桥-阊门桥,7-9",新市桥-阊门桥,7-9,6
"新市桥-阊门桥,9-17",新市桥-阊门桥,9-17,18
"新市桥-1004,17-19",新市桥-1004,17-19,53
"新市桥-1004,19-24",新市桥-1004,19-24,53
"新市桥-1004,9-17",新市桥-1004,9-17,132
"新市桥-1005,0-7",新市桥-1005,0-7,53
"新市桥-1005,17-19",新市桥-1005,17-19,53
"新市桥-1005,19-24",新市桥-1005,19-24,132
"新市桥-1005,7-9",新市桥-1005,7-9,158
"新市桥-1005,9-17",新市桥-1005,9-17,290
"新市桥-1007,0-7",新市桥-1007,0-7,26
"新市桥-1007,17-19",新市桥-1007,17-19,53
"新市桥-1007,19-24",新市桥-1007,19-24,79
"新市桥-1007,9-17",新市桥-1007,9-17,26
"新市桥-1009,0-7",新市桥-1009,0-7,79
"新市桥-1009,7-9",新市桥-1009,7-9,26
"新市桥-1009,9-17",新市桥-1009,9-17,53
"新市桥-景德桥,0-7",新市桥-景德桥,0-7,6
"新市桥-景德桥,7-9",新市桥-景德桥,7-9,12
"新市桥-1013,19-24",新市桥-1013,19-24,6
"新市桥-1013,9-17",新市桥-1013,9-17,18
"新市桥-阊门桥,17-19",新市桥-阊门桥,17-19,6
"新市桥-104,0-7",新市桥-104,0-7,6
"新市桥-104,7-9",新市桥-104,7-9,6
"新市桥-104,9-17",新市桥-104,9-17,18
"新市桥-相门桥,7-9",新市桥-相门桥,7-9,6
"新市桥-相门桥,9-17",新市桥-相门桥,9-17,6
"新市桥-姑胥桥,19-24",新市桥-姑胥桥,19-24,158
"新市桥-姑胥桥,7-9",新市桥-姑胥桥,7-9,26
"新市桥-姑胥桥,9-17",新市桥-姑胥桥,9-17,79
"新市桥-姑胥桥,17-19",新市桥-姑胥桥,17-19,53
"新市桥-116,17-19",新市桥-116,17-19,26
"新市桥-116,19-24",新市桥-116,19-24,26
"新市桥-116,9-17",新市桥-116,9-17,53
"新市桥-119,7-9",新市桥-119,7-9,26
"新市桥-126,9-17",新市桥-126,9-17,26
"新市桥-新市桥,19-24",新市桥-新市桥,19-24,26
"新市桥-新市桥,0-7",新市桥-新市桥,0-7,53
"新市桥-新市桥,17-19",新市桥-新市桥,17-19,79
"新市桥-新市桥,19-24",新市桥-新市桥,19-24,79
"新市桥-新市桥,7-9",新市桥-新市桥,7-9,79
"新市桥-新市桥,9-17",新市桥-新市桥,9-17,106
"新市桥-相门桥,0-7",新市桥-相门桥,0-7,79
"新市桥-相门桥,17-19",新市桥-相门桥,17-19,53
"新市桥-相门桥,19-24",新市桥-相门桥,19-24,106
"新市桥-相门桥,7-9",新市桥-相门桥,7-9,211
"新市桥-相门桥,9-17",新市桥-相门桥,9-17,158
"新市桥-131,0-7",新市桥-131,0-7,26
"新市桥-131,17-19",新市桥-131,17-19,53
"新市桥-131,7-9",新市桥-131,7-9,53
"新市桥-131,9-17",新市桥-131,9-17,26
"新市桥-132,0-7",新市桥-132,0-7,26
"新市桥-132,7-9",新市桥-132,7-9,26
"新市桥-135,9-17",新市桥-135,9-17,26
"新市桥-138,0-7",新市桥-138,0-7,26
"新市桥-139,7-9",新市桥-139,7-9,26
"新市桥-140,0-7",新市桥-140,0-7,79
"新市桥-140,19-24",新市桥-140,19-24,26
"新市桥-新市桥,0-7",新市桥-新市桥,0-7,26
"新市桥-新市桥,7-9",新市桥-新市桥,7-9,132
"新市桥-新市桥,9-17",新市桥-新市桥,9-17,106
"新市桥-143,9-17",新市桥-143,9-17,26
"新市桥-144,0-7",新市桥-144,0-7,26
"新市桥-144,19-24",新市桥-144,19-24,53
"新市桥-144,7-9",新市桥-144,7-9,26
"新市桥-144,9-17",新市桥-144,9-17,53
"新市桥-145,0-7",新市桥-145,0-7,79
"新市桥-145,17-19",新市桥-145,17-19,26
"新市桥-145,19-24",新市桥-145,19-24,106
"新市桥-145,7-9",新市桥-145,7-9,26
"新市桥-145,9-17",新市桥-145,9-17,53
"新市桥-146,19-24",新市桥-146,19-24,53
"新市桥-146,9-17",新市桥-146,9-17,79
"新市桥-147,0-7",新市桥-147,0-7,26
"新市桥-147,19-24",新市桥-147,19-24,79
"新市桥-147,7-9",新市桥-147,7-9,26
"新市桥-147,9-17",新市桥-147,9-17,106
"新市桥-人民桥,19-24",新市桥-人民桥,19-24,26
"新市桥-154,19-24",新市桥-154,19-24,26
"新市桥-156,7-9",新市桥-156,7-9,26
"新市桥-156,9-17",新市桥-156,9-17,26
"新市桥-158,19-24",新市桥-158,19-24,53
"新市桥-161,0-7",新市桥-161,0-7,26
"新市桥-161,7-9",新市桥-161,7-9,26
"新市桥-162,19-24",新市桥-162,19-24,26
"新市桥-163,9-17",新市桥-163,9-17,26
"新市桥-164,17-19",新市桥-164,17-19,53
"新市桥-164,19-24",新市桥-164,19-24,106
"新市桥-164,7-9",新市桥-164,7-9,53
"新市桥-164,9-17",新市桥-164,9-17,132
"新市桥-165,0-7",新市桥-165,0-7,26
"新市桥-165,17-19",新市桥-165,17-19,26
"新市桥-165,7-9",新市桥-165,7-9,26
"新市桥-金门路,19-24",新市桥-金门路,19-24,18
"新市桥-金门路,9-17",新市桥-金门路,9-17,6
"新市桥-171,19-24",新市桥-171,19-24,26
"新市桥-173,9-17",新市桥-173,9-17,26
"新市桥-176,7-9",新市桥-176,7-9,26
"新市桥-176,9-17",新市桥-176,9-17,26
"新市桥-178,7-9",新市桥-178,7-9,26
"新市桥-179,9-17",新市桥-179,9-17,26
"新市桥-185,9-17",新市桥-185,9-17,26
"新市桥-186,17-19",新市桥-186,17-19,26
"新市桥-葑门桥,19-24",新市桥-葑门桥,19-24,26
"新市桥-葑门桥,9-17",新市桥-葑门桥,9-17,26
"新市桥-葑门桥,19-24",新市桥-葑门桥,19-24,26
"新市桥-葑门桥,7-9",新市桥-葑门桥,7-9,26
"新市桥-葑门桥,9-17",新市桥-葑门桥,9-17,53
"新市桥-197,17-19",新市桥-197,17-19,26
"新市桥-198,17-19",新市桥-198,17-19,26
"新市桥-198,19-24",新市桥-198,19-24,26
"新市桥-198,7-9",新市桥-198,7-9,26
"新市桥-198,9-17",新市桥-198,9-17,26
"新市桥-199,0-7",新市桥-199,0-7,53
"新市桥-199,17-19",新市桥-199,17-19,26
"新市桥-2,0-7",新市桥-2,0-7,12
"新市桥-2,17-19",新市桥-2,17-19,6
"新市桥-2,7-9",新市桥-2,7-9,6
"新市桥-2,9-17",新市桥-2,9-17,12
"新市桥-人民桥,0-7",新市桥-人民桥,0-7,26
"新市桥-人民桥,17-19",新市桥-人民桥,17-19,53
"新市桥-人民桥,19-24",新市桥-人民桥,19-24,132
"新市桥-人民桥,7-9",新市桥-人民桥,7-9,26
"新市桥-人民桥,9-17",新市桥-人民桥,9-17,53
"新市桥-人民桥,0-7",新市桥-人民桥,0-7,26
"新市桥-人民桥,17-19",新市桥-人民桥,17-19,53
"新市桥-人民桥,19-24",新市桥-人民桥,19-24,26
"新市桥-人民桥,7-9",新市桥-人民桥,7-9,26
"新市桥-人民桥,9-17",新市桥-人民桥,9-17,185
"新市桥-204,7-9",新市桥-204,7-9,26
"新市桥-竹辉路,17-19",新市桥-竹辉路,17-19,53
"新市桥-竹辉路,19-24",新市桥-竹辉路,19-24,79
"新市桥-竹辉路,7-9",新市桥-竹辉路,7-9,53
"新市桥-竹辉路,9-17",新市桥-竹辉路,9-17,53
"新市桥-206,0-7",新市桥-206,0-7,53
"新市桥-206,17-19",新市桥-206,17-19,449
"新市桥-206,19-24",新市桥-206,19-24,264
"新市桥-206,7-9",新市桥-206,7-9,845
"新市桥-206,9-17",新市桥-206,9-17,290
"新市桥-南园桥,0-7",新市桥-南园桥,0-7,26
"新市桥-南园桥,17-19",新市桥-南园桥,17-19,26
"新市桥-南园桥,19-24",新市桥-南园桥,19-24,26
"新市桥-金门路,19-24",新市桥-金门路,19-24,6
"新市桥-23,7-9",新市桥-23,7-9,6
"新市桥-3,0-7",新市桥-3,0-7,6
"新市桥-3,17-19",新市桥-3,17-19,24
"新市桥-3,19-24",新市桥-3,19-24,12
"新市桥-3,7-9",新市桥-3,7-9,12
"新市桥-3,9-17",新市桥-3,9-17,30
"新市桥-干将桥（干将西路）,0-7",新市桥-干将桥（干将西路）,0-7,53
"新市桥-干将桥（干将西路）,7-9",新市桥-干将桥（干将西路）,7-9,79
"新市桥-干将桥（干将西路）,9-17",新市桥-干将桥（干将西路）,9-17,158
"新市桥-33,17-19",新市桥-33,17-19,26
"新市桥-33,19-24",新市桥-33,19-24,26
"新市桥-33,7-9",新市桥-33,7-9,53
"新市桥-33,9-17",新市桥-33,9-17,26
"新市桥-38,19-24",新市桥-38,19-24,26
"新市桥-惠济桥,9-17",新市桥-惠济桥,9-17,6
"新市桥-41,19-24",新市桥-41,19-24,6
"新市桥-42,9-17",新市桥-42,9-17,6
"新市桥-43,17-19",新市桥-43,17-19,6
"新市桥-44,9-17",新市桥-44,9-17,6
"新市桥-齐门桥,0-7",新市桥-齐门桥,0-7,6
"新市桥-齐门桥,9-17",新市桥-齐门桥,9-17,12
"新市桥-齐门桥,0-7",新市桥-齐门桥,0-7,12
"新市桥-齐门桥,7-9",新市桥-齐门桥,7-9,6
"新市桥-47,0-7",新市桥-47,0-7,18
"新市桥-47,19-24",新市桥-47,19-24,24
"新市桥-47,7-9",新市桥-47,7-9,6
"新市桥-47,9-17",新市桥-47,9-17,24
"新市桥-平门桥,9-17",新市桥-平门桥,9-17,6
"新市桥-平门桥,7-9",新市桥-平门桥,7-9,6
"新市桥-平门桥,9-17",新市桥-平门桥,9-17,6
"新市桥-惠济桥,0-7",新市桥-惠济桥,0-7,18
"新市桥-惠济桥,17-19",新市桥-惠济桥,17-19,6
"新市桥-惠济桥,19-24",新市桥-惠济桥,19-24,24
